,Actor Name,Profit,Movies
10760,Joe J. Garcia,"$179,179,718",Daredevil
10761,Jim Fitzgerald,"$179,179,718",Daredevil
10762,Casey McCarthy,"$179,179,718",Daredevil
10763,Louis Bernstein,"$179,179,718",Daredevil
10764,Patricia Wettig,"$179,033,791",City Slickers
10765,Helen Slater,"$179,033,791",City Slickers
10766,Lindsay Crystal,"$179,033,791",City Slickers
10767,Noble Willingham,"$179,033,791",City Slickers
10768,Bill Henderson,"$179,033,791",City Slickers
10769,Phill Lewis,"$179,033,791",City Slickers
10770,Kyle Secor,"$179,033,791",City Slickers
10771,Dean Hallo,"$179,033,791",City Slickers
10772,Karla Tamburrelli,"$179,033,791",City Slickers
10773,Wilson Cruz,"$178,866,158",He's Just Not That Into You
10774,Hedy Burress,"$178,866,158",He's Just Not That Into You
10775,Leonardo Nam,"$178,866,158",He's Just Not That Into You
10776,Busy Philipps,"$178,866,158",He's Just Not That Into You
10777,Brooke Bloom,"$178,866,158",He's Just Not That Into You
10778,Natasha Leggero,"$178,866,158",He's Just Not That Into You
10779,Peter O'Meara,"$178,866,158",He's Just Not That Into You
10780,Anthony Azizi,"$178,767,383",Eagle Eye
10781,Charles Carroll,"$178,767,383",Eagle Eye
10782,Deborah Strang,"$178,767,383",Eagle Eye
10783,Dariush Kashani,"$178,767,383",Eagle Eye
10784,Sean Kinney,"$178,767,383",Eagle Eye
10785,Bob Morrisey,"$178,767,383",Eagle Eye
10786,Lorenzo Eduardo,"$178,767,383",Eagle Eye
10787,Madylin Sweeten,"$178,767,383",Eagle Eye
10788,Jsu Garcia,"$178,311,729",Along Came Polly
10789,Michele Lee,"$178,311,729",Along Came Polly
10790,Bob Dishy,"$178,311,729",Along Came Polly
10791,Kym Whitley,"$178,311,729",Along Came Polly
10792,Nathan Dean,"$178,311,729",Along Came Polly
10793,Christina Kirk,"$178,311,729",Along Came Polly
10794,Shane Richie,"$178,281,554",Flushed Away
10795,Kathy Burke,"$178,281,554",Flushed Away
10796,David Suchet,"$178,281,554",Flushed Away
10797,Rachel Rawlinson,"$178,281,554",Flushed Away
10798,Susan Duerden,"$178,281,554",Flushed Away
10799,Miles Richardson,"$178,281,554",Flushed Away
10800,John Motson,"$178,281,554",Flushed Away
10801,Douglas Weston,"$178,281,554",Flushed Away
10802,Roger Blake,"$178,281,554",Flushed Away
10803,Paul Shardlow,"$178,281,554",Flushed Away
10804,Jonathan Kydd,"$178,281,554",Flushed Away
10805,Craig Bierko,"$178,262,620",Scary Movie 4
10806,Phil McGraw,"$178,262,620",Scary Movie 4
10807,Conchita Campbell,"$178,262,620",Scary Movie 4
10808,Beau Mirchoff,"$178,262,620",Scary Movie 4
10809,YoungBloodZ,"$178,262,620",Scary Movie 4
10810,Jamie Renée Smith,"$178,127,760",Dante's Peak
10811,Jeremy Foley,"$178,127,760",Dante's Peak
10812,Elizabeth Hoffman,"$178,127,760",Dante's Peak
10813,Charles Hallahan,"$178,127,760",Dante's Peak
10814,Kirk Trutner,"$178,127,760",Dante's Peak
10815,Brian Reddy,"$178,127,760",Dante's Peak
10816,Lee Garlington,"$178,127,760",Dante's Peak
10817,Bill Bolender,"$178,127,760",Dante's Peak
10818,Carole Androsky,"$178,127,760",Dante's Peak
10819,Jeffrey L. Ward,"$178,127,760",Dante's Peak
10820,Tim Haldeman,"$178,127,760",Dante's Peak
10821,Walker Brandt,"$178,127,760",Dante's Peak
10822,Hansford Rowe,"$178,127,760",Dante's Peak
10823,Susie Spear Purcell,"$178,127,760",Dante's Peak
10824,Roberta Maxwell,"$178,062,759",Brokeback Mountain
10825,Peter McRobbie,"$178,062,759",Brokeback Mountain
10826,Graham Beckel,"$178,062,759",Brokeback Mountain
10827,Mary Liboiron,"$178,062,759",Brokeback Mountain
10828,Scott Michael Campbell,"$178,062,759",Brokeback Mountain
10829,Marty Antonini,"$178,062,759",Brokeback Mountain
10830,David Trimble,"$178,062,759",Brokeback Mountain
10831,Larry Reese,"$178,062,759",Brokeback Mountain
10832,Valerie Planche,"$178,062,759",Brokeback Mountain
10833,Víctor Reyes,"$178,062,759",Brokeback Mountain
10834,Lachlan Mackintosh,"$178,062,759",Brokeback Mountain
10835,Patrick Bergin,"$178,051,587",Patriot Games
10836,J.E. Freeman,"$178,051,587",Patriot Games
10837,Berlinda Tolbert,"$178,051,587",Patriot Games
10838,Gerald Sim,"$178,051,587",Patriot Games
10839,Thomas Russell,"$178,051,587",Patriot Games
10840,Andrew Connolly,"$178,051,587",Patriot Games
10841,Raymond J. Barry,"$177,977,226",Flubber
10842,Nancy Olson,"$177,977,226",Flubber
10843,Wil Wheaton,"$177,977,226",Flubber
10844,Malcolm Brownson,"$177,977,226",Flubber
10845,Benjamin Brock,"$177,977,226",Flubber
10846,Zack Zeigler,"$177,977,226",Flubber
10847,Sam Lloyd,"$177,977,226",Flubber
10848,Jon Bass,"$177,856,751",Baywatch
10849,Kelly Rohrbach,"$177,856,751",Baywatch
10850,Ilfenesh Hadera,"$177,856,751",Baywatch
10851,Clem Cheung,"$177,856,751",Baywatch
10852,Belinda,"$177,856,751",Baywatch
10853,Charlotte McKinney,"$177,856,751",Baywatch
10854,Izabel Goulart,"$177,856,751",Baywatch
10855,Arian Foster,"$177,856,751",Baywatch
10856,Annabeth Gish,"$177,841,558",Double Jeopardy
10857,Benjamin Weir,"$177,841,558",Double Jeopardy
10858,Jay Brazeau,"$177,841,558",Double Jeopardy
10859,John Maclaren,"$177,841,558",Double Jeopardy
10860,Tracy Vilar,"$177,841,558",Double Jeopardy
10861,George Gordon,"$177,841,558",Double Jeopardy
10862,Ed Evanko,"$177,841,558",Double Jeopardy
10863,Brennan Elliott,"$177,841,558",Double Jeopardy
10864,Angela Schneider,"$177,841,558",Double Jeopardy
10865,Tom McBeath,"$177,841,558",Double Jeopardy
10866,David Jacox,"$177,841,558",Double Jeopardy
10867,Peter Mullan,"$177,584,879",War Horse
10868,Niels Arestrup,"$177,584,879",War Horse
10869,David Kross,"$177,584,879",War Horse
10870,Nicolas Bro,"$177,584,879",War Horse
10871,Celine Buckens,"$177,584,879",War Horse
10872,Rainer Bock,"$177,584,879",War Horse
10873,Tony Pitts,"$177,584,879",War Horse
10874,Irfan Hussein,"$177,584,879",War Horse
10875,Patrick Kennedy,"$177,584,879",War Horse
10876,Seth Ginsberg,"$177,512,032",Paranormal Activity 2
10877,Vivis Cortez,"$177,512,032",Paranormal Activity 2
10878,David Bierend,"$177,512,032",Paranormal Activity 2
10879,Emily Brobst,"$177,512,032",Paranormal Activity 2
10880,Michael Michele,"$177,502,387",How to Lose a Guy in 10 Days
10881,Samantha Quan,"$177,502,387",How to Lose a Guy in 10 Days
10882,Justin Peroff,"$177,502,387",How to Lose a Guy in 10 Days
10883,James Murtaugh,"$177,502,387",How to Lose a Guy in 10 Days
10884,Rebecca Harris,"$177,502,387",How to Lose a Guy in 10 Days
10885,Archie MacGregor,"$177,502,387",How to Lose a Guy in 10 Days
10886,Scott Benes,"$177,502,387",How to Lose a Guy in 10 Days
10887,Zachary Benes,"$177,502,387",How to Lose a Guy in 10 Days
10888,Joseph Rye,"$177,427,090",Alien vs. Predator
10889,Agathe de La Boulaye,"$177,427,090",Alien vs. Predator
10890,Carsten Norgaard,"$177,427,090",Alien vs. Predator
10891,Sam Troughton,"$177,427,090",Alien vs. Predator
10892,Kieran Bew,"$177,427,090",Alien vs. Predator
10893,Carsten Voigt,"$177,427,090",Alien vs. Predator
10894,Adrian Bouchet,"$177,427,090",Alien vs. Predator
10895,Andy Lucas,"$177,427,090",Alien vs. Predator
10896,Liz May Brice,"$177,427,090",Alien vs. Predator
10897,Glenn Conroy,"$177,427,090",Alien vs. Predator
10898,Eoin McCarthy,"$177,427,090",Alien vs. Predator
10899,Austin O'Brien,"$177,395,557",Hero
10900,Bridgette Wilson-Sampras,"$177,395,557",Hero
10901,Art Carney,"$177,395,557",Hero
10902,Frank McRae,"$177,395,557",Hero
10903,Anthony Quinn,"$177,395,557",Hero
10904,Mercedes Ruehl,"$177,395,557",Hero
10905,Professor Toru Tanaka,"$177,395,557",Hero
10906,Keith Barish,"$177,395,557",Hero
10907,Jim Belushi,"$177,395,557",Hero
10908,Chevy Chase,"$177,395,557",Hero
10909,Chris Connelly,"$177,395,557",Hero
10910,Romany Malco,"$177,378,645",The 40-Year-Old Virgin
10911,Marilyn Dodds Frank,"$177,378,645",The 40-Year-Old Virgin
10912,Gerry Bednob,"$177,378,645",The 40-Year-Old Virgin
10913,Shelley Malil,"$177,378,645",The 40-Year-Old Virgin
10914,Jordan Masterson,"$177,378,645",The 40-Year-Old Virgin
10915,Chelsea Smith,"$177,378,645",The 40-Year-Old Virgin
10916,Erica Vittina Phillips,"$177,378,645",The 40-Year-Old Virgin
10917,Marika Dominczyk,"$177,378,645",The 40-Year-Old Virgin
10918,Mo Collins,"$177,378,645",The 40-Year-Old Virgin
10919,Lee Weaver,"$177,378,645",The 40-Year-Old Virgin
10920,Stormy Daniels,"$177,378,645",The 40-Year-Old Virgin
10921,Jane Fonda,"$177,313,795",The Butler
10922,Alex Pettyfer,"$177,313,795",The Butler
10923,David Banner,"$177,313,795",The Butler
10924,Colman Domingo,"$177,313,795",The Butler
10925,Nelsan Ellis,"$177,313,795",The Butler
10926,Marian Seldes,"$177,311,151",The Haunting
10927,Virginia Madsen,"$177,311,151",The Haunting
10928,Charles Gunning,"$177,311,151",The Haunting
10929,Saul Priever,"$177,311,151",The Haunting
10930,Hadley Eure,"$177,311,151",The Haunting
10931,Kadina de Elejalde,"$177,311,151",The Haunting
10932,Alessandra Benjamin,"$177,311,151",The Haunting
10933,Karen S. Gregan,"$177,311,151",The Haunting
10934,Brandon Jarrett,"$177,311,151",The Haunting
10935,Mary McNeal,"$177,311,151",The Haunting
10936,Beau Bridges,"$177,243,185",The Descendants
10937,Nick Krause,"$177,243,185",The Descendants
10938,Amara Miller,"$177,243,185",The Descendants
10939,Patricia Hastie,"$177,243,185",The Descendants
10940,Grace A. Cruz,"$177,243,185",The Descendants
10941,Kim Gennaula,"$177,243,185",The Descendants
10942,Karen Kuioka Hironaga,"$177,243,185",The Descendants
10943,Carmen Kaichi,"$177,243,185",The Descendants
10944,Kaui Hart Hemmings,"$177,243,185",The Descendants
10945,Matt Esecson,"$177,243,185",The Descendants
10946,Michael Ontkean,"$177,243,185",The Descendants
10947,Stanton Johnston,"$177,243,185",The Descendants
10948,Quinton Jackson,"$177,239,836","The A-Team,106,114,135,192"
10949,Gerald McRaney,"$177,238,796",The A-Team
10950,Brian Bloom,"$177,238,796",The A-Team
10951,Omari Hardwick,"$177,238,796",The A-Team
10952,Maury Sterling,"$177,238,796",The A-Team
10953,Neil Schell,"$177,238,796",The A-Team
10954,Alex Madison,"$177,238,796",The A-Team
10955,Jacob Blair,"$177,238,796",The A-Team
10956,Rad Daly,"$177,238,796",The A-Team
10957,Kyle Riefsnyder,"$177,238,796",The A-Team
10958,Charles Durning,"$177,200,292","Hi,Tootsie"
10959,Sydney Pollack,"$177,200,271",Tootsie
10960,George Gaynes,"$177,200,271",Tootsie
10961,Doris Belack,"$177,200,271",Tootsie
10962,Peter Gatto,"$177,200,271",Tootsie
10963,Ronald L. Schwary,"$177,200,271",Tootsie
10964,Debra Mooney,"$177,200,271",Tootsie
10965,Amy Lawrence,"$177,200,271",Tootsie
10966,Kenny Sinclair,"$177,200,271",Tootsie
10967,Robert D. Wilson,"$177,200,271",Tootsie
10968,James Carruthers,"$177,200,271",Tootsie
10969,Dylan McDermott,"$176,997,168",In the Line of Fire
10970,Jim Curley,"$176,997,168",In the Line of Fire
10971,Sally Hughes,"$176,997,168",In the Line of Fire
10972,Bob Schott,"$176,997,168",In the Line of Fire
10973,Juan A. Riojas,"$176,997,168",In the Line of Fire
10974,Arthur Senzy,"$176,997,168",In the Line of Fire
10975,Mary Van Arsdel,"$176,997,168",In the Line of Fire
10976,Henry Cejudo,"$2,980","185,188,197"
10977,Jon Jones,"$2,015","128,135,159,165,172,197"
10978,Phil Davis,"$2,010","159,163,172,179"
10979,Cain Velasquez,"$2,006","121,146,166,188"
10980,Andre Fili,"$1,997","172,179,197"
10981,Joanna Jędrzejczyk,"$1,995","185,193"
10982,Jared Rosholt,"$1,995","185,193"
10983,Robert Whittaker,"$1,995","193,197"
10984,Tito Ortiz,"$1,994","106,121,148"
10985,Sam Stout,"$1,993","121,157,185"
10986,Anthony Perosh,"$1,992","163,193"
10987,Anthony Pettis,"$1,992","185,197"
10988,Carla Esparza,"$1,992","185,197"
10989,Sergio Pettis,"$1,992","185,197"
10990,Eddie Alvarez,"$1,987","106,188"
10991,Angela Hill,"$1,985","177,188"
10992,Yair Rodríguez,"$1,984","188,197"
10993,Patrick Williams,"$1,972","172,188"
10994,Rob Bell,"$1,104","012,014,015,016,017,018,019,022,023,024"
10995,Diego Sanchez,"$1,065","114,121,166,171,196"
10996,Jim Miller,"$1,046","128,159,168,172,196"
10997,Roy Nelson,"$1,038","146,159,166,185"
10998,Beneil Dariush,"$1,034","179,185,199"
10999,Ovince Saint Preux,"$1,033","159,171,197"
11000,Johny Hendricks,"$1,031","167,171,185"
11001,Gian Villante,"$1,030","159,193,196"
11002,Michael Chandler,"$1,028","106,138,192"
11003,Neil Magny,"$1,023","163,179,190"
11004,José Aldo,"$1,022","163,169,179,194"
11005,Daniel Straus,"$1,021","106,138,178"
11006,Ed Herman,"$1,021","167,177,183"
11007,Uriah Hall,"$1,020","168,193"
11008,Antonio Silva,"$1,019","146,190,193"
11009,Stefan Struve,"$1,019","146,190,193"
11010,Kelvin Gastelum,"$1,019","171,183,188"
11011,Tim Boetsch,"$1,018","135,166,172,183"
11012,Bobby Green,"$1,018","177,199"
11013,Nate Marquardt,"$1,017","128,166,188"
11014,Thales Leites,"$1,017","163,167,183"
11015,James Vick,"$1,017","197,199"
11016,Kyle Noke,"$1,016","193,195"
11017,Holly Holm,"$1,014","193,196"
11018,Jake Shields,"$1,013","121,171"
11019,Edson Barboza,"$1,013","128,146,197"
11020,Luke Rockhold,"$1,013","172,194,199"
11021,Max Holloway,"$1,013","172,194,199"
11022,Brendan Schaub,"$1,011","121,128,157,165"
11023,Gabriel Gonzaga,"$1,011","121,166"
11024,Vinny Magalhães,"$1,009","159,163"
11025,Sheila Gaff,"$1,009","159,163"
11026,Francisco Treviño,"$1,009","171,188"
11027,Matt Brown,"$1,009","185,189"
11028,Glaico França,"$1,009","190,197"
11029,Amanda Nunes,"$1,008","163,196"
11030,Thomas Joseph Lawlor,"$1,007","121,196"
11031,Tom Watson,"$1,007","163,169,183"
11032,John Lineker,"$1,007","163,169,183"
11033,Gilbert Melendez,"$1,007","166,188"
11034,Efrain Escudero,"$1,006","114,188"
11035,Rafael Natal,"$1,006","183,197"
11036,Drew Dober,"$1,005","188,195"
11037,Ruki,"$1,004","031,092"
11038,Uruha,"$1,004","031,092"
11039,Aoi,"$1,004","031,092"
11040,Reita,"$1,004","031,092"
11041,Kai,"$1,004","031,092"
11042,Mark Hunt,"$1,004","135,193"
11043,Ken Kilpatrick,"$1,003","138,149"
11044,Kimbo Slice,"$1,003","138,149"
11045,Ian McCall,"$1,003","163,183"
11046,Danny Martinez,"$1,003","169,193"
11047,Alan Patrick,"$1,001","169,177"
11048,Glover Teixeira,"$1,001","172,179"
11049,Cathal Pendred,"$1,001","188,189"
11050,Yancy Medeiros,"$1,000","159,172"
11051,Alistair Overeem,"$1,000","169,185"
11052,Chris Cariaso,"$1,000","169,185"
11053,Steven Strait,$999,000
11054,Nathanael Baring,$999,000
11055,Mo Zinal,$999,000
11056,Affif Ben Badra,$999,000
11057,Mona Hammond,$999,000
11058,Reece Ritchie,$999,000
11059,Joel Virgel,$999,000
11060,Omar Sharif,$999,000
11061,Kristian Beazley,$999,000
11062,Junior Oliphant,$999,000
11063,Louise Tu'u,$999,000
11064,Jacob Renton,$999,000
11065,Grayson Hunt Urwin,$999,000
11066,Farouk Valley-Omar,$999,000
11067,Boubacar Babiane,$999,000
11068,Joe Vaz,$999,000
11069,Quincy Carrier,$999,048
11070,Samantha Dammeyer,$999,048
11071,Diane Davisson,$999,048
11072,Diana Gonzalez-Morett,$999,048
11073,Ernest Keith Walker,$999,048
11074,Gustave Whinnery,$999,048
11075,Batsheba,$999,048
11076,Layla Abdullah,$999,090
11077,Ilai Swindells,$999,100
11078,Samara Weaving,$999,100
11079,Rupert Degas,$999,100
11080,Pat Curran,$999,106
11081,Muhammed Lawal,$999,106
11082,Emanuel Newton,$999,106
11083,Joe Riggs,$999,106
11084,Mike Bronzoulis,$999,106
11085,Kendall Grove,$999,106
11086,Keith Berry,$999,106
11087,Valérie Létourneau,$999,193
11088,Jake Matthews,$999,193
11089,Akbarh Arreola,$999,193
11090,Peter Sobotta,$999,193
11091,Richie Vaculik,$999,193
11092,Dan Kelly,$999,193
11093,Steve Montgomery,$999,193
11094,Lyoto Machida,$998,"157,163"
11095,Tim Elliott,$998,"167,172"
11096,Mihailo Lađevac,$997,011
11097,Vanja Ejdus,$997,011
11098,Ana Stefanović,$997,011
11099,Boris Komnenić,$997,011
11100,Goran Sultanović,$997,011
11101,Aleksandar Gligorić,$997,011
11102,Ljubinka Klarić,$997,011
11103,Erol Kadić,$997,011
11104,Lena Bogdanović,$997,011
11105,Nenad Ćirić,$997,011
11106,Hitomi Tanaka,$997,029
11107,Yuri Himegami,$997,029
11108,Ty Hardin,$997,109
11109,James Gregory,$997,109
11110,Grant Williams,$997,109
11111,Lew Gallo,$997,109
11112,Errol John,$997,109
11113,Michael Pate,$997,109
11114,Robert Blake,$997,109
11115,Biff Elliot,$997,109
11116,Norman Fell,$997,109
11117,James McCallion,$997,109
11118,Joseph Gallison,$997,109
11119,William Douglas,$997,109
11120,Sam Gilman,$997,109
11121,Clyde Howdy,$997,109
11122,Buzz Martin,$997,109
11123,Sam Reese,$997,109
11124,Glenn Sipes,$997,109
11125,John Ward,$997,109
11126,Court McGee,$997,"121,157"
11127,Kate Burton,$997,127
11128,Bailee Michelle Johnson,$997,127
11129,Sean Bott,$997,127
11130,Koleman Stinger,$997,127
11131,Parker Hadley,$997,127
11132,Rebecca C. Olson,$997,127
11133,Fenton Quinn,$997,127
11134,John Lawrence,$997,127
11135,Pieter Jan Brugge,$997,127
11136,Norman Lehnert,$997,127
11137,Peter Joshua Hull,$997,127
11138,Darin Southam,$997,127
11139,Terry S. Mercer,$997,127
11140,Elizabeth Hales,$997,127
11141,Bethe Correia,$997,"172,190"
11142,Michelle Waterson,$997,177
11143,Ottman Azaitar,$997,177
11144,Khama Worthy,$997,177
11145,Roxanne Modafferi,$997,177
11146,Andrea Lee,$997,177
11147,Mike Rodriguez,$997,177
11148,Billy Quarantillo,$997,177
11149,Kyle Nelson,$997,177
11150,Dan Christian,$996,070
11151,Vasna Welsh,$996,070
11152,Roberto Messina,$996,070
11153,Emilio Messina,$996,070
11154,Ursula Rank,$996,070
11155,Zsolt Dér,$996,129
11156,Hevér Gábor,$996,129
11157,Péter Kálloy Molnár,$996,129
11158,Gerda Pikali,$996,129
11159,Barnabás Szabó Sipos,$996,129
11160,Elek Ferenc,$996,129
11161,Molnár Piroska,$996,129
11162,Boglárka Csősz,$996,129
11163,Imre Csuja,$996,129
11164,Franciska Töröcsik,$996,129
11165,Timothy Hutton,$996,182
11166,Robert Urich,$996,182
11167,Darren McGavin,$996,182
11168,Steven Keats,$996,182
11169,Paul Sorvino,$996,182
11170,Thomas Quinn,$996,182
11171,Norman Parker,$996,182
11172,Dick O'Neill,$996,182
11173,David Wohl,$996,182
11174,Bill Beutel,$996,182
11175,Sara Lee Kessler,$996,182
11176,Tom Dunn,$996,182
11177,Donna Hanover,$996,182
11178,Rose Ann Scamardella,$996,182
11179,Rafael dos Anjos,$996,185
11180,Ross Pearson,$996,185
11181,Elias Theodorou,$996,185
11182,Roger Narvaez,$996,185
11183,Daron Cruickshank,$996,185
11184,Josh Copeland,$996,185
11185,Ryan Benoit,$996,185
11186,Tecia Torres,$996,"188,194"
11187,Demetrious Johnson,$996,197
11188,Chris Kelades,$996,197
11189,Danny Roberts,$996,197
11190,Dominique Steele,$996,197
11191,Juliana Lima,$996,197
11192,Walt Harris,$996,197
11193,Cody East,$996,197
11194,Patrick Cote,$995,"121,148"
11195,Chris Brown,$995,141
11196,Haris Talundžić,$995,141
11197,John Robinson,$995,186
11198,Michael DeLorenzo,$995,186
11199,Johnny Lewis,$995,186
11200,Grant Bowler,$995,186
11201,Deborah Kara Unger,$995,186
11202,Ruben Rabasa,$995,186
11203,Nick Machado,$995,186
11204,Rocío Lázaro,$995,186
11205,Renzo Schuller,$995,186
11206,Gustavo Mayer,$995,186
11207,Anahí de Cárdenas,$995,186
11208,David Michie,$995,186
11209,Mkrtich Arzumanyan,$994,044
11210,Mariam Adamyan,$994,044
11211,Mariam Davtyan,$994,044
11212,Makar Galstyan,$994,044
11213,Armen Markaryan,$994,044
11214,Hayk Sargsyan,$994,044
11215,Lew Cody,$994,113
11216,Mary Nolan,$994,113
11217,Clara Kimball Young,$994,113
11218,George E. Stone,$994,113
11219,William Collier Jr.,$994,113
11220,June Clyde,$994,113
11221,Herbert Bunston,$994,113
11222,Roy D'Arcy,$994,113
11223,Irving Bacon,$994,113
11224,Harry Cording,$994,113
11225,Crauford Kent,$994,113
11226,Joseph Benavidez,$994,"128,172"
11227,Jung Chan-sung,$993,163
11228,Cezar Ferreira,$993,163
11229,Thiago Santos,$993,163
11230,José Maria Tomé,$993,163
11231,Sergio Moraes,$993,163
11232,Iliarde Santos,$993,163
11233,Rani Yahya,$993,163
11234,Josh Clopton,$993,163
11235,Brock Lesnar,$992,121
11236,Martin Kampmann,$992,121
11237,Paulo Thiago,$992,121
11238,Matt Hamill,$992,121
11239,Ryan Jensen,$992,121
11240,Daniel Roberts,$992,121
11241,Mike Guymon,$992,121
11242,Paul Taylor,$992,121
11243,Chris Camozzi,$992,121
11244,Dongi Yang,$992,121
11245,Royce Gracie,$992,149
11246,Dhafir Harris,$992,149
11247,Alberto Lupo,$991,008
11248,Ingrid Schoeller,$991,008
11249,Dina De Santis,$991,008
11250,Ivano Staccioli,$991,008
11251,Salvatore Borgese,$991,008
11252,Omar El-Hariri,$991,008
11253,George Wang,$991,008
11254,Edoardo Toniolo,$991,008
11255,Nando Angelini,$991,008
11256,Domenico Ravenna,$991,008
11257,Ahmed Louxor,$991,008
11258,Carlos Takeshi,$991,181
11259,Simone Mazzer,$991,181
11260,Silvero Pereira,$991,181
11261,Caetano O'Maihlan,$991,181
11262,Gabriel Canella,$991,181
11263,Otto Jr.,$991,181
11264,André Luiz de Faria Rocha,$991,181
11265,Higor Campagnaro,$991,181
11266,Sérgio Coelho,$991,181
11267,Jonathan Oliveira,$991,181
11268,James R. Fitzgerald,$990,096
11269,Stephanie Haff,$990,096
11270,Georin Aquila,$990,096
11271,Harvey Daniels,$990,096
11272,Bradley Keller,$990,096
11273,Jason Posey,$990,096
11274,Jerry Pietrala,$990,096
11275,Jesse Daugherty,$990,096
11276,Joe Topps,$990,096
11277,Joe Wells,$990,096
11278,Sean Chase,$990,096
11279,Karin Prybock,$990,096
11280,Christian Bean,$990,096
11281,Ben Osborne,$990,096
11282,Dakoda Cox,$990,096
11283,Patricia Skeriotis,$990,096
11284,Björn Danielsson,$990,096
11285,Kae McSpadden,$990,096
11286,Aaron McKee,$990,096
11287,Mansfield Frazier,$990,137
11288,Alonzo Mitchell,$990,137
11289,Mike DeWine,$990,137
11290,Timothy McGinty,$990,137
11291,Connie Schultz,$990,137
11292,Steve Loomis,$990,137
11293,Michelle Russell,$990,137
11294,James Gutierrez,$990,137
11295,Patrick D'Angelo,$990,137
11296,Michael Brelo,$990,137
11297,Jim Simone,$990,137
11298,Frank Johnson,$990,137
11299,Samaria Rice,$990,137
11300,Calvin Williams,$990,137
11301,John P. O'Donnell,$990,137
11302,Sherrie Royster,$990,137
11303,Alfredo Williams,$990,137
11304,John Jordan,$990,137
11305,Michael Demchak,$990,137
11306,Patricia Coleman,$990,137
11307,Michel Gomes,$990,174
11308,Marcello Melo Jr.,$990,174
11309,Douglas Silva,$990,174
11310,Cris Vianna,$990,174
11311,Anna Cotrim,$990,174
11312,André Ramiro,$990,174
11313,Gabriela Luiz,$990,174
11314,Rodrigo dos Santos,$990,174
11315,Cristina Prochaska,$990,174
11316,Tay Lopez,$990,174
11317,Joy Bryant,$989,Honey
11318,Romeo Miller,$989,Honey
11319,David Moscow,$989,Honey
11320,Zachary Isaiah Williams,$989,Honey
11321,Anthony Sherwood,$989,Honey
11322,Lonette McKee,$989,Honey
11323,Maestro,$989,Honey
11324,Judi Embden,$989,Honey
11325,Alison Sealy-Smith,$989,Honey
11326,Scott Neil,$989,Honey
11327,Sarah Francis,$989,Honey
11328,Jull Weber,$989,Honey
11329,Kevin Duhaney,$989,Honey
11330,Brandi Ward,$989,Honey
11331,Fonzworth Bentley,$989,Honey
11332,Tracy Dawson,$989,Honey
11333,Laurieann Gibson,$989,Honey
11334,Bérénice Bejo,$989,117
11335,Aure Atika,$989,117
11336,Philippe Lefebvre,$989,117
11337,Constantin Alexandrov,$989,117
11338,Saïd Amadis,$989,117
11339,Laurent Bateau,$989,117
11340,Claude Brosset,$989,117
11341,François Damiens,$989,117
11342,Youssef Hamid,$989,117
11343,Khalid Maadour,$989,117
11344,Abdellah Moundy,$989,117
11345,Eric Prat,$989,117
11346,Takanori Gomi,$989,"135,172"
11347,Yoshinori Hayashi,$989,152
11348,Manami Kamiya,$989,152
11349,Tatsuya Masuda,$989,152
11350,Fabrício Werdum,$988,188
11351,Charles Rosa,$988,188
11352,Chico Camus,$988,188
11353,Alejandro Pérez,$988,188
11354,Johnny Case,$988,188
11355,Augusto Montaño,$988,188
11356,Anthony Johnson,$984,172
11357,Isaac Vallie-Flagg,$984,172
11358,Jessamyn Duke,$984,172
11359,Danny Castillo,$984,172
11360,Charlie Brenneman,$984,172
11361,Chris Beal,$984,172
11362,Michael Thangadurai,$965,126
11363,Jishnu Menon,$965,126
11364,Selvakumar Chellapandiyan,$965,126
11365,Shritha Sivadas,$965,126
11366,Sonu Gowda,$965,126
11367,Vidhya Pradeep,$965,126
11368,Sonia Agarwal,$965,126
11369,Chandhini Tamilarasan,$965,126
11370,Sriman,$965,126
11371,Deepa Shankar,$965,126
11372,Vinod Sagar,$965,126
11373,Kalairani,$965,126
11374,Nishanth,$965,126
11375,Robbie Lawler,$70,"157,167,171,189,195"
11376,Anatoly Goryachev,$62,"002,002,004,004"
11377,Hector Lombard,$61,"166,171,199"
11378,Dustin Poirier,$59,"168,195,199"
11379,Chael Sonnen,$51,"148,159,167,192"
11380,Miesha Tate,$46,"168,183,196"
11381,Diego Brandao,$45,"146,168,195"
11382,Rory MacDonald,$45,"167,189,192"
11383,Tyron Woodley,$45,"167,171,183"
11384,Jéssica Andrade,$42,"171,199"
11385,Nicolas Maury,$39,"My People,My People"
11386,Carmen Maura,$39,"My People,My People"
11387,Jean-François Stévenin,$39,"My People,My People"
11388,Amira Casar,$39,"My People,My People"
11389,Jarkko Niemi,$39,"My People,My People"
11390,Jean-Luc Bideau,$39,"My People,My People"
11391,Aurore Clément,$39,"My People,My People"
11392,Kari Väänänen,$39,"My People,My People"
11393,Outi Mäenpää,$39,"My People,My People"
11394,Charlie Dupont,$39,"My People,My People"
11395,Christelle Cornil,$39,"My People,My People"
11396,Didier Flamand,$39,"My People,My People"
11397,Darren Elkins,$39,"146,179,196"
11398,Dennis Bermudez,$39,"157,171,189"
11399,William Macario,$38,"168,179"
11400,Carlos Condit,$38,"171,195"
11401,Brian Ortega,$38,"195,199"
11402,Siyar Bahadurzada,$36,"168,196"
11403,Conor McGregor,$36,"189,194,196"
11404,Rick Story,$35,"167,171"
